species.name,dataset,dataset.name,Sub.Activity,UID,Consequence.Score
Pink salmon (odd),eco_fish_salmonpinkodd_diversity_d,salmonpinkodd,Sewageeffluentfromterrestrial,hu_ot_dischargesanddisposal_sewageeffluentfromterrestrial_d,Potential
Sockeye salmon,eco_fish_salmonsockeye_diversity_d,salmonsockeye,Sewageeffluentfromterrestrial,hu_ot_dischargesanddisposal_sewageeffluentfromterrestrial_d,Potential
Green Sturgeon,eco_fish_sturgeon_ia_d,sturgeon,Sewageeffluentfromterrestrial,hu_ot_dischargesanddisposal_sewageeffluentfromterrestrial_d,Potential
Olympia Oyster,eco_inverts_olympiaoyster_records_d,olympiaoyster,Sewageeffluentfromterrestrial,hu_ot_dischargesanddisposal_sewageeffluentfromterrestrial_d,Potential
Purple-hinged rock scallop,eco_inverts_purplerockscallop_records_d,purplerockscallop,Sewageeffluentfromterrestrial,hu_ot_dischargesanddisposal_sewageeffluentfromterrestrial_d,Potential
Scallops,eco_inverts_scallops_syn_d,scallops,Sewageeffluentfromterrestrial,hu_ot_dischargesanddisposal_sewageeffluentfromterrestrial_d,Potential
California sea lion,eco_mammals_californiasealion_haulouts_d,californiasealion,Sewageeffluentfromterrestrial,hu_ot_dischargesanddisposal_sewageeffluentfromterrestrial_d,Potential
Northern fur seal,eco_mammals_furseal_ia_d,furseal,Sewageeffluentfromterrestrial,hu_ot_dischargesanddisposal_sewageeffluentfromterrestrial_d,Potential
Harbour seal,eco_mammals_harbourseal_haulouts_m,harbourseal,Sewageeffluentfromterrestrial,hu_ot_dischargesanddisposal_sewageeffluentfromterrestrial_d,Potential
Sea otter,eco_mammals_seaotter_ia_d,seaotter,Sewageeffluentfromterrestrial,hu_ot_dischargesanddisposal_sewageeffluentfromterrestrial_d,Potential
Sea otter,eco_mammals_seaotter_modeledhabitat_d,seaotter,Sewageeffluentfromterrestrial,hu_ot_dischargesanddisposal_sewageeffluentfromterrestrial_d,Potential
Steller sea lion,eco_mammals_stellersealion_hauloutswinter_m,stellersealion,Sewageeffluentfromterrestrial,hu_ot_dischargesanddisposal_sewageeffluentfromterrestrial_d,Potential
Steller sea lion,eco_mammals_stellersealion_hauloutsyearround_m,stellersealion,Sewageeffluentfromterrestrial,hu_ot_dischargesanddisposal_sewageeffluentfromterrestrial_d,Potential
Steller sea lion,eco_mammals_stellersealion_rookeries_m,stellersealion,Sewageeffluentfromterrestrial,hu_ot_dischargesanddisposal_sewageeffluentfromterrestrial_d,Potential
Estuaries,eco_areas_estuaries_polygons_d,estuaries,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Potential
Ancient Murrelet,eco_birds_ancientmurrelet_colonies_d,ancientmurrelet,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Higher Potential
Black Oystercatcher,eco_birds_blackoystercatcher_nestingsites_d,blackoystercatcher,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Potential
Cassin's Auklet,eco_birds_cassinsauklet_colonies_d,cassinsauklet,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Higher Potential
Common Murre,eco_birds_commonmurre_colonies_d,commonmurre,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Higher Potential
Goose/Swan,eco_birds_gooseswan_density_m,gooseswan,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Potential
Goose/Swan,eco_birds_gooseswan_densitywinter_m,gooseswan,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Potential
Gulls,eco_birds_gull_density_m,gull,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Potential
Gulls,eco_birds_gull_densitywinter_m,gull,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Potential
Great Blue Heron,eco_birds_heron_densitywinter_m,heron,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Potential
Great Blue Heron,eco_birds_heron_nestsforaging_m,heron,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Potential
Horned Puffin,eco_birds_hornedpuffin_colonies_d,hornedpuffin,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Higher Potential
Loon/Grebe,eco_birds_loongrebe_density_d,loongrebe,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Potential
Loon/Grebe,eco_birds_loongrebe_densitywinter_d,loongrebe,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Potential
Murres/Large Alcids,eco_birds_murrelgalcid_density_d,murrelgalcid,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Higher Potential
Murres/Large Alcids,eco_birds_murrelgalcid_densitywinter_d,murrelgalcid,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Higher Potential
Storm Petrel,eco_birds_petrelphalarope_density_d,petrelphalarope,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Higher Potential
Pigeon Guillemot,eco_birds_pigeonguillemot_colonies_d,pigeonguillemot,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Higher Potential
Pigeon Guillemot,eco_birds_pigeonguillemot_density_m,pigeonguillemot,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Higher Potential
Puffins,eco_birds_puffin_density_d,puffin,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Higher Potential
Rhinoceros Auklet,eco_birds_rhinocerosauklet_colonies_d,rhinocerosauklet,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Higher Potential
"Sea duck, unspecified",eco_birds_seaduck_densitymoulting_d,seaduck,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Potential
"Sea duck, unspecified",eco_birds_seaduck_densitystaging_d,seaduck,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Potential
"Sea duck, unspecified",eco_birds_seaduck_densitywinter_d,seaduck,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Potential
"Sea duck, unspecified",eco_birds_seaduck_keysites_d,seaduck,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Potential
Shearwaters and Fulmars,eco_birds_shearwaterfulmar_density_d,shearwaterfulmar,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Higher Potential
Shorebird (rocky),eco_birds_shorebirdrock_density_d,shorebirdrock,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Potential
Shorebird (sand),eco_birds_shorebirdsand_density_d,shorebirdsand,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Potential
Shorebird (sand),eco_birds_shorebirdsand_keysites_d,shorebirdsand,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Potential
Small Alcids,eco_birds_smallalcid_density_d,smallalcid,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Higher Potential
Small Alcids,eco_birds_smallalcid_densitywinter_d,smallalcid,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Higher Potential
Storm Petrel,eco_birds_stormpetrel_colonies_d,stormpetrel,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Higher Potential
Thick-billed Murre,eco_birds_thickbilledmurre_colonies_d,thickbilledmurre,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Higher Potential
Tufted Puffin,eco_birds_tuftedpuffin_colonies_d,tuftedpuffin,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Higher Potential
Olympia Oyster,eco_inverts_olympiaoyster_records_d,olympiaoyster,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Higher Potential
Purple-hinged rock scallop,eco_inverts_purplerockscallop_records_d,purplerockscallop,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Higher Potential
Scallops,eco_inverts_scallops_syn_d,scallops,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Higher Potential
Eelgrass,eco_plants_eelgrass_biobands_d,eelgrass,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Potential
Eelgrass,eco_plants_eelgrass_polygons_d,eelgrass,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Potential
Eelgrass,eco_plants_eelgrass_prioritypolygons_d,eelgrass,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Potential
Surfgrass,eco_plants_surfgrass_biobands_d,surfgrass,ShoreUseIntertidalExplor,hu_re_shoreuseintertidalexploration_shoreuseintertidalexplor_d,Potential
Estuaries,eco_areas_estuaries_polygons_d,estuaries,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Negligible
Bottom patches,eco_coarse_bottompatches_polygonshard_d,bottompatches,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Potential
Bottom Patches,eco_coarse_bottompatches_polygonssoft_d,bottompatches,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Higher Potential
Eulachon,eco_fish_eulachon_spawn_d,eulachon,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Higher Potential
Eulachon,eco_fish_eulachon_summer_d,eulachon,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Higher Potential
Dover sole ,eco_fish_soledover_syn_m,soledover,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Potential
Petrale sole ,eco_fish_solepetrale_syn_m,solepetrale,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Potential
Rex Sole,eco_fish_solerex_syn_m,solerex,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Potential
Soft corals,eco_inverts_alcyonacea_model_d,alcyonacea,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Higher Potential
Black corals,eco_inverts_antipatharia_model_d,antipatharia,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Higher Potential
Corals,eco_inverts_coralhotspot_ccira,coral,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Higher Potential
Corals,eco_inverts_coral_trawlsyn_d,coral,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Higher Potential
Sea pens,eco_inverts_pennatulacea_model_d,pennatulacea,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Higher Potential
Sea pens,eco_inverts_pennatulacea_trawlsyn_d,pennatulacea,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Higher Potential
Prawn ,eco_inverts_prawn_records_d,prawn,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Potential
Hand or stony corals,eco_inverts_scleractinia_model_d,scleractinia,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Higher Potential
Ochre star,eco_inverts_seastarochre_records_d,seastarochre,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Higher Potential
Sunflower sea star,eco_inverts_seastarsunflower_records_d,seastarsunflower,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Higher Potential
Coonstripe/dock shrimp,eco_inverts_shrimpcoonstripe_records_d,shrimpcoonstripe,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Potential
Humpback shrimp ,eco_inverts_shrimphumpback_records_d,shrimphumpback,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Higher Potential
Sidestripe shrimp,eco_inverts_shrimpsidestripe_records_d,shrimpsidestripe,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Higher Potential
Smooth pink shrimp,eco_inverts_shrimpsmoothpink_records_d,shrimpsmoothpink,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Higher Potential
Spiny or northern pink shrimp,eco_inverts_shrimpspinypink_records_d,shrimpspinypink,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Higher Potential
Hexactinellida,eco_inverts_spongereef_polygons_m,spongereef,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Hexactinellida,eco_inverts_spongereef_polygons_m,spongereef,InvertTrapComCRAB,hu_co_demersalfishing_inverttrapcom_d,Higher Potential
Hexactinellida,eco_inverts_spongereef_polygons_m,spongereef,InvertTrapComPRAWN,hu_co_demersalfishing_inverttrapcom_d,Higher Potential
Eelgrass,eco_plants_eelgrass_biobands_d,eelgrass,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Negligible
Eelgrass,eco_plants_eelgrass_polygons_d,eelgrass,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Negligible
Eelgrass,eco_plants_eelgrass_prioritypolygons_d,eelgrass,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Negligible
Surfgrass,eco_plants_surfgrass_biobands_d,surfgrass,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Negligible
Estuaries,eco_areas_estuaries_polygons_d,estuaries,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Higher Potential
Bottom Patches,eco_coarse_bottompatches_polygonssoft_d,bottompatches,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Potential
Pacific salmon,eco_fish_salmon_biomass_d,salmon,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Potential
Chinook salmon,eco_fish_salmonchinook_diversity_d,salmonchinook,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Potential
Chum salmon,eco_fish_salmonchum_diversity_d,salmonchum,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Potential
Coho Salmon,eco_fish_salmoncoho_diversity_d,salmoncoho,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Potential
Pink salmon (even),eco_fish_salmonpinkeven_diversity_d,salmonpinkeven,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Potential
Pink salmon (odd),eco_fish_salmonpinkodd_diversity_d,salmonpinkodd,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Potential
Sockeye salmon,eco_fish_salmonsockeye_diversity_d,salmonsockeye,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Potential
Butter clams,eco_inverts_clambutter_records_d,clambutter,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Higher Potential
Horse clam,eco_inverts_clamhorse_records_d,clamhorse,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Higher Potential
Littleneck clam,eco_inverts_clamlittleneck_records_d,clamlittleneck,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Higher Potential
Razor clam,eco_inverts_clamrazor_ia_d,clamrazor,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Higher Potential
Cockles,eco_inverts_cockle_records_d,cockle,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Higher Potential
Dungeness crab ,eco_inverts_dungeness_ia_d,dungeness,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Potential
Dungeness crab ,eco_inverts_dungeness_records_d,dungeness,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Potential
Geoduck,eco_inverts_geoduck_records_d,geoduck,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Higher Potential
Olympia Oyster,eco_inverts_olympiaoyster_records_d,olympiaoyster,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Higher Potential
Purple-hinged rock scallop,eco_inverts_purplerockscallop_records_d,purplerockscallop,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Higher Potential
Scallops,eco_inverts_scallops_syn_d,scallops,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Higher Potential
Deepwater grooved tanner crab,eco_inverts_tannercrabdeep_sab_d,tannercrabdeep,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Potential
Green Urchin,eco_inverts_urchingreen_records_d,urchingreen,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Higher Potential
Red Urchin,eco_inverts_urchinred_records_d,urchinred,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Higher Potential
Orca NE Pacific Northern Residents,eco_mammals_killerwhaleresident_ch_d,killerwhaleresident,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Potential
Orca NE Pacific Northern Residents,eco_mammals_killerwhaleresident_ia_d,killerwhaleresident,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Potential
Orca NE Pacific Northern Residents,eco_mammals_killerwhaleresident_potentialch_d,killerwhaleresident,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Potential
Orca NE Pacific Transients,eco_mammals_killerwhaletransient_hsi_d,killerwhaletransient,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Potential
Bull Kelp,eco_plants_bullkelp_biobands_d,bullkelp,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Potential
Bull Kelp,eco_plants_bullkelp_polygons_d,bullkelp,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Potential
Phytoplankton,eco_plants_chlorophylla_bloom_d,chlorophylla,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Potential
Phytoplankton,eco_plants_chlorophylla_concentration_d,chlorophylla,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Potential
General Kelp,eco_plants_generalkelp_polygons_d,generalkelp,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Potential
Giant Kelp,eco_plants_giantkelp_biobands_d,giantkelp,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Potential
Giant Kelp,eco_plants_giantkelp_polygons_d,giantkelp,TerrestrialMineRunoff,hu_ot_dischargesanddisposal_terrestrialminerunoff_d,Potential
Bottom Patches,eco_coarse_bottompatches_polygonssoft_d,bottompatches,TidalStream,hu_ma_tidalcurrent_tidalstream_d,Higher Potential
Dungeness crab ,eco_inverts_dungeness_ia_d,dungeness,TidalStream,hu_ma_tidalcurrent_tidalstream_d,Potential
Dungeness crab ,eco_inverts_dungeness_records_d,dungeness,TidalStream,hu_ma_tidalcurrent_tidalstream_d,Potential
Deepwater grooved tanner crab,eco_inverts_tannercrabdeep_sab_d,tannercrabdeep,TidalStream,hu_ma_tidalcurrent_tidalstream_d,Potential
Harbour seal,eco_mammals_harbourseal_haulouts_m,harbourseal,TidalStream,hu_ma_tidalcurrent_tidalstream_d,Potential
Orca NE Pacific Northern Residents,eco_mammals_killerwhaleresident_ch_d,killerwhaleresident,TidalStream,hu_ma_tidalcurrent_tidalstream_d,Potential
Orca NE Pacific Northern Residents,eco_mammals_killerwhaleresident_ia_d,killerwhaleresident,TidalStream,hu_ma_tidalcurrent_tidalstream_d,Potential
Orca NE Pacific Northern Residents,eco_mammals_killerwhaleresident_potentialch_d,killerwhaleresident,TidalStream,hu_ma_tidalcurrent_tidalstream_d,Potential
Orca NE Pacific Transients,eco_mammals_killerwhaletransient_hsi_d,killerwhaletransient,TidalStream,hu_ma_tidalcurrent_tidalstream_d,Potential
Estuaries,eco_areas_estuaries_polygons_d,estuaries,TrapRecCRAB,hu_rf_demersalfishing_traprec_d,Potential
Bottom patches,eco_coarse_bottompatches_polygonshard_d,bottompatches,TrapRec,hu_rf_demersalfishing_traprec_d,Negligible
China rockfish,eco_fish_rockfishchina_ccira_d,rockfishchina,TrapRec,hu_rf_demersalfishing_traprec_d,Negligible
China rockfish,eco_fish_rockfishchina_phma_m,rockfishchina,TrapRec,hu_rf_demersalfishing_traprec_d,Negligible
Copper rockfish,eco_fish_rockfishcopper_phmasyn_m,rockfishcopper,TrapRecPRAWN,hu_rf_demersalfishing_traprec_d,Potential
Greenstriped rockfish,eco_fish_rockfishgreenstriped_phmasyn_m,rockfishgreenstriped,TrapRecPRAWN,hu_rf_demersalfishing_traprec_d,Potential
Quillback Rockfish,eco_fish_rockfishquillback_ccira_d,rockfishquillback,TrapRecPRAWN,hu_rf_demersalfishing_traprec_d,Potential
Quillback Rockfish,eco_fish_rockfishquillback_phmasyn_m,rockfishquillback,TrapRecPRAWN,hu_rf_demersalfishing_traprec_d,Potential
Tiger rockfish,eco_fish_rockfishtiger_ccira_d,rockfishtiger,TrapRecPRAWN,hu_rf_demersalfishing_traprec_d,Potential
Tiger rockfish,eco_fish_rockfishtiger_phma_m,rockfishtiger,TrapRecPRAWN,hu_rf_demersalfishing_traprec_d,Potential
Yelloweye rockfish,eco_fish_rockfishyelloweye_ccira_d,rockfishyelloweye,TrapRecPRAWN,hu_rf_demersalfishing_traprec_d,Potential
Yelloweye rockfish,eco_fish_rockfishyelloweye_phmasyn_m,rockfishyelloweye,TrapRecPRAWN,hu_rf_demersalfishing_traprec_d,Potential
Soft corals,eco_inverts_alcyonacea_model_d,alcyonacea,TrapRecPRAWN,hu_rf_demersalfishing_traprec_d,Potential
Black corals,eco_inverts_antipatharia_model_d,antipatharia,TrapRecPRAWN,hu_rf_demersalfishing_traprec_d,Potential
Corals,eco_inverts_coralhotspot_ccira,coral,TrapRecPRAWN,hu_rf_demersalfishing_traprec_d,Potential
Corals,eco_inverts_coral_trawlsyn_d,coral,TrapRecPRAWN,hu_rf_demersalfishing_traprec_d,Potential
Dungeness crab ,eco_inverts_dungeness_ia_d,dungeness,TrapRecCRAB,hu_rf_demersalfishing_traprec_d,Higher Potential
Dungeness crab ,eco_inverts_dungeness_records_d,dungeness,TrapRecCRAB,hu_rf_demersalfishing_traprec_d,Higher Potential
Giant pacific octopus,eco_inverts_octopusgiantpacific_records_d,octopusgiantpacific,TrapRecCRAB,hu_rf_demersalfishing_traprec_d,Potential
Sea pens,eco_inverts_pennatulacea_model_d,pennatulacea,TrapRecCRAB,hu_rf_demersalfishing_traprec_d,Potential
Sea pens,eco_inverts_pennatulacea_trawlsyn_d,pennatulacea,TrapRecCRAB,hu_rf_demersalfishing_traprec_d,Potential
Prawn ,eco_inverts_prawn_records_d,prawn,TrapRecPRAWN,hu_rf_demersalfishing_traprec_d,Higher Potential
Hand or stony corals,eco_inverts_scleractinia_model_d,scleractinia,TrapRecPRAWN,hu_rf_demersalfishing_traprec_d,Potential
Coonstripe/dock shrimp,eco_inverts_shrimpcoonstripe_records_d,shrimpcoonstripe,TrapRec,hu_rf_demersalfishing_traprec_d,Negligible
Humpback shrimp ,eco_inverts_shrimphumpback_records_d,shrimphumpback,TrapRec,hu_rf_demersalfishing_traprec_d,Negligible
Sidestripe shrimp,eco_inverts_shrimpsidestripe_records_d,shrimpsidestripe,TrapRecPRAWN,hu_rf_demersalfishing_traprec_d,Higher Potential
Spiny or northern pink shrimp,eco_inverts_shrimpspinypink_records_d,shrimpspinypink,TrapRecPRAWN,hu_rf_demersalfishing_traprec_d,Higher Potential
Hexactinellida,eco_inverts_spongereef_polygons_m,spongereef,SableTrapCom,hu_co_demersalfishing_sabletrapcom_d,Higher Potential
Hexactinellida,eco_inverts_spongereef_polygons_m,spongereef,ShrimpTrawling,hu_co_demersalfishing_shrimptrawling_d,Higher Potential
Hexactinellida,eco_inverts_spongereef_polygons_m,spongereef,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Deepwater grooved tanner crab,eco_inverts_tannercrabdeep_sab_d,tannercrabdeep,TrapRec,hu_rf_demersalfishing_traprec_d,Negligible
Humpback Whale,eco_mammals_humpbackwhale_ch_d,humpbackwhale,TrapRecCRAB,hu_rf_demersalfishing_traprec_d,Potential
Humpback Whale,eco_mammals_humpbackwhale_density_d,humpbackwhale,TrapRecCRAB,hu_rf_demersalfishing_traprec_d,Potential
Eelgrass,eco_plants_eelgrass_biobands_d,eelgrass,TrapRecCRAB,hu_rf_demersalfishing_traprec_d,Potential
Eelgrass,eco_plants_eelgrass_polygons_d,eelgrass,TrapRecCRAB,hu_rf_demersalfishing_traprec_d,Potential
Eelgrass,eco_plants_eelgrass_prioritypolygons_d,eelgrass,TrapRecCRAB,hu_rf_demersalfishing_traprec_d,Potential
Surfgrass,eco_plants_surfgrass_biobands_d,surfgrass,TrapRec,hu_rf_demersalfishing_traprec_d,Negligible
Arrowtooth flounder,eco_fish_arrowtooth_phmasynsab_m,arrowtooth,TrollingRodandReelRec,hu_rf_pelagicfishing_trollingrodandreelrec_d,Potential
Pacific Halibut ,eco_fish_halibut_phmasynsab_m,halibut,TrollingRodandReelRec,hu_rf_pelagicfishing_trollingrodandreelrec_d,Potential
Lingcod,eco_fish_lingcod_ccira_d,lingcod,TrollingRodandReelRec,hu_rf_pelagicfishing_trollingrodandreelrec_d,Potential
Bocaccio,eco_fish_rockfishbocaccio_ccira_d,rockfishbocaccio,TrollingRodandReelRec,hu_rf_pelagicfishing_trollingrodandreelrec_d,Potential
Bocaccio,eco_fish_rockfishbocaccio_phmasyn_m,rockfishbocaccio,TrollingRodandReelRec,hu_rf_pelagicfishing_trollingrodandreelrec_d,Potential
Canary Rockfish,eco_fish_rockfishcanary_ccira_d,rockfishcanary,TrollingRodandReelRec,hu_rf_pelagicfishing_trollingrodandreelrec_d,Potential
Canary Rockfish,eco_fish_rockfishcanary_phmasyn_m,rockfishcanary,TrollingRodandReelRec,hu_rf_pelagicfishing_trollingrodandreelrec_d,Potential
China rockfish,eco_fish_rockfishchina_ccira_d,rockfishchina,TrollingRodandReelRec,hu_rf_pelagicfishing_trollingrodandreelrec_d,Potential
China rockfish,eco_fish_rockfishchina_phma_m,rockfishchina,TrollingRodandReelRec,hu_rf_pelagicfishing_trollingrodandreelrec_d,Potential
Copper rockfish,eco_fish_rockfishcopper_phmasyn_m,rockfishcopper,TrollingRodandReelRec,hu_rf_pelagicfishing_trollingrodandreelrec_d,Potential
Quillback Rockfish,eco_fish_rockfishquillback_ccira_d,rockfishquillback,TrollingRodandReelRec,hu_rf_pelagicfishing_trollingrodandreelrec_d,Potential
Quillback Rockfish,eco_fish_rockfishquillback_phmasyn_m,rockfishquillback,TrollingRodandReelRec,hu_rf_pelagicfishing_trollingrodandreelrec_d,Potential
Tiger rockfish,eco_fish_rockfishtiger_ccira_d,rockfishtiger,TrollingRodandReelRec,hu_rf_pelagicfishing_trollingrodandreelrec_d,Potential
